Cód. IBGE,Município,Latitude,Longitude,Microrregião,Mesorregião,Sigla UF,UF,Região,Sigla Região
5220264,São Miguel do Passa Quatro,"-17,05","-48,66",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5220405,São Simão,"-18,99","-50,54",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5220504,Serranópolis,"-18,3","-51,96",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5220603,Silvânia,"-16,65","-48,6",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5221304,Três Ranchos,"-18,35","-47,78",Catalão,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5221551,Turvelândia,"-17,85","-50,3",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5221809,Urutaí,"-17,46","-48,2",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5221908,Varjão,"-17,04","-49,63",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5222005,Vianópolis,"-16,74","-48,51",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5222054,Vicentinópolis,"-17,73","-49,8",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5200134,Acreúna,"-17,39","-50,37",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5200209,Água Limpa,"-18,07","-48,76",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5200506,Aloândia,"-17,72","-49,47",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5209937,Inaciolândia,"-18,48","-49,98",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5209952,Indiara,"-17,14","-49,98",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5210109,Ipameri,"-17,72","-48,15",Catalão,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5210802,Itajá,"-19,06","-51,54",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5211305,Itarumã,"-18,76","-51,34",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5211701,Jandaia,"-17,04","-50,14",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5211909,Jataí,"-17,88","-51,71",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5212105,Joviânia,"-17,8","-49,61",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5212253,Lagoa Santa,"-19,18","-51,39",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5212600,Mairipotaba,"-17,29","-49,49",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5212907,Marzagão,"-17,98","-48,64",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5213004,Maurilândia,"-17,97","-50,33",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5213103,Mineiros,"-17,56","-52,55",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5213756,Montividiu,"-17,44","-51,17",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5213806,Morrinhos,"-17,73","-49,1",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5215306,Orizona,"-17,03","-48,29",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5215900,Palminópolis,"-16,79","-50,16",Vale do Rio dos Bois,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5203500,Bom Jesus de Goiás,"-18,21","-49,74",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5204300,Caçu,"-18,55","-51,13",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5209150,Gouvelândia,"-18,44","-50,14",Quirinópolis,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5218102,Portelândia,"-17,35","-52,67",Sudoeste de Goiás,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5219209,Santa Cruz de Goiás,"-17,31","-48,48",Pires do Rio,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5211503,Itumbiara,"-18,42","-49,21",Meia Ponte,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5214804,Nova Aurora,"-18,05","-48,25",Catalão,Sul Goiano,GO,Goiás,Centro-Oeste,CO
5215405,Ouro Verde de Goiás,"-16,21","-49,19",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5216809,Petrolina de Goiás,"-16,09","-49,33",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5216908,Pilar de Goiás,"-14,76","-49,57",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5201306,Anicuns,"-16,46","-49,96",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5201405,Aparecida de Goiânia,"-16,82","-49,24",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5201603,Araçu,"-16,35","-49,68",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5201801,Aragoiânia,"-16,91","-49,45",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5202601,Aurilândia,"-16,68","-50,46",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5202809,Avelinópolis,"-16,46","-49,75",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5203203,Barro Alto,"-14,97","-48,91",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5203302,Bela Vista de Goiás,"-16,97","-48,95",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5203559,Bonfinópolis,"-16,61","-48,96",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5203609,Brazabrantes,"-16,43","-49,38",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5203939,Buriti de Goiás,"-16,18","-50,43",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5204201,Cachoeira de Goiás,"-16,66","-50,64",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5204557,Caldazinha,"-16,71",-49,Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5204854,Campo Limpo de Goiás,"-16,29","-49,08",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5205000,Carmo do Rio Verde,"-15,35","-49,7",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5205208,Caturaí,"-16,44","-49,49",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5205406,Ceres,"-15,3","-49,59",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5205703,Córrego do Ouro,"-16,29","-50,54",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5206800,Damolândia,"-16,25","-49,36",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5207600,Fazenda Nova,"-16,18","-50,77",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5207808,Firminópolis,"-16,58","-50,3",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5208400,Goianápolis,"-16,51","-49,02",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5208608,Goianésia,"-15,31","-49,11",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5208707,Goiânia,"-16,69667349","-49,26479087",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5208806,Goianira,"-16,49","-49,42",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209200,Guapó,"-16,83","-49,53",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5218607,Rialma,"-15,31","-49,58",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5218706,Rianápolis,"-15,44","-49,5",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5218904,Rubiataba,"-15,16","-49,8",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219001,Sanclerlândia,"-16,19","-50,31",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219100,Santa Bárbara de Goiás,"-16,57","-49,69",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219357,Santa Isabel,"-15,29","-49,42",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219456,Santa Rita do Novo Destino,"-15,13","-49,11",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219506,Santa Rosa de Goiás,"-16,08","-49,49",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219738,Santo Antônio de Goiás,"-16,48","-49,31",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5219902,São Francisco de Goiás,"-15,93","-49,26",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5220108,São Luís de Montes Belos,"-16,52","-50,37",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5220157,São Luiz do Norte,"-14,86","-49,32",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5220280,São Patrício,"-15,35","-49,81",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5221007,Taquaral de Goiás,"-16,05","-49,6",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5221197,Terezópolis de Goiás,"-16,39","-49,08",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5221403,Trindade,"-16,64","-49,48",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5221700,Uruana,"-15,49","-49,68",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5200852,Americano do Brasil,"-16,25","-49,98",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5200902,Amorinópolis,"-16,61","-51,09",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5201108,Anápolis,"-16,32","-48,95",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5200050,Abadia de Goiás,"-16,75","-49,43",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209291,Guaraíta,"-15,61","-50,02",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209457,Guarinos,"-14,73","-49,7",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209606,Heitoraí,"-15,71","-49,82",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209705,Hidrolândia,"-16,96","-49,22",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5209804,Hidrolina,"-14,72","-49,46",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210000,Inhumas,"-16,35","-49,49",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210158,Ipiranga de Goiás,"-15,17","-49,66",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210208,Iporá,"-16,44","-51,11",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210406,Itaberaí,"-16,02","-49,81",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210562,Itaguari,"-15,91","-49,6",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210604,Itaguaru,"-15,75","-49,63",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210901,Itapaci,"-14,95","-49,54",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5211206,Itapuranga,"-15,56","-49,94",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5211404,Itauçu,"-16,2","-49,6",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5211602,Ivolândia,"-16,6","-50,79",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5211800,Jaraguá,"-15,75","-49,33",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5212006,Jaupaci,"-16,17","-50,95",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5212055,Jesúpolis,"-15,95","-49,37",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5212303,Leopoldo de Bulhões,"-16,61","-48,74",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5213400,Moiporá,"-16,54","-50,73",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5213855,Morro Agudo de Goiás,"-15,32","-50,05",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5213905,Mossâmedes,"-16,12","-50,21",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5214408,Nazário,"-16,58","-49,88",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5214507,Nerópolis,"-16,4","-49,21",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5214705,Nova América,"-15,02","-49,89",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5214861,Nova Glória,"-15,14","-49,57",Ceres,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5215009,Nova Veneza,"-16,37","-49,32",Anápolis,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5215207,Novo Brasil,"-16,03","-50,71",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5220454,Senador Canedo,"-16,7","-49,09",Goiânia,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5221502,Turvânia,"-16,61","-50,13",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5200159,Adelândia,"-16,41","-50,16",Anicuns,Centro Goiano,GO,Goiás,Centro-Oeste,CO
5210307,Israelândia,"-16,31","-50,9",Iporá,Centro Goiano,GO,Goiás,Centro-Oeste,CO
1500107,Abaetetuba,"-1,71","-48,88",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1500131,Abel Figueiredo,"-4,95","-48,39",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1500206,Acará,"-1,96","-48,19",Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,N
1500305,Afuá,"-0,15","-50,38",Furos de Breves,Marajó,PA,Pará,Norte,N
1500347,Água Azul do Norte,"-6,79","-50,46",Parauapebas,Sudeste Paraense,PA,Pará,Norte,N
1500404,Alenquer,"-1,94","-54,73",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1500503,Almeirim,"-1,52","-52,58",Almeirim,Baixo Amazonas,PA,Pará,Norte,N
1500602,Altamira,"-3,2","-52,2",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1500701,Anajás,"-0,98","-49,93",Furos de Breves,Marajó,PA,Pará,Norte,N
1500800,Ananindeua,"-1,36","-48,37",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1500859,Anapu,"-3,47","-51,19",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1500958,Aurora do Pará,"-2,13","-47,56",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1501006,Aveiro,"-3,6","-55,33",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1501105,Bagre,"-1,89","-50,16",Portel,Marajó,PA,Pará,Norte,N
1501204,Baião,"-2,79","-49,67",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1501253,Bannach,"-7,34","-50,39",São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,N
1501303,Barcarena,"-1,5","-48,62",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1501402,Belém,"-1,361043825","-48,45872279",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1501451,Belterra,"-2,63","-54,93",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1501501,Benevides,"-1,36","-48,24",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1501576,Bom Jesus do Tocantins,"-5,05","-48,6",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1501600,Bonito,"-1,36","-47,3",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1501725,Brasil Novo,"-3,26","-52,66",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1501758,Brejo Grande do Araguaia,"-5,69","-48,41",Marabá,Sudeste Paraense,PA,Pará,Norte,N
1501782,Breu Branco,-4,"-49,46",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1501808,Breves,"-1,68","-50,47",Furos de Breves,Marajó,PA,Pará,Norte,N
1501907,Bujaru,"-1,51","-48,04",Castanhal,Metropolitana de Belém,PA,Pará,Norte,N
1502004,Cachoeira do Arari,"-1,01","-48,96",Arari,Marajó,PA,Pará,Norte,N
1501956,Cachoeira do Piriá,"-1,67","-46,52",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1502103,Cametá,"-2,24","-49,49",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1502152,Canaã dos Carajás,"-6,49","-49,87",Parauapebas,Sudeste Paraense,PA,Pará,Norte,N
1502202,Capanema,"-1,19","-47,18",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1502400,Castanhal,"-1,29","-47,92",Castanhal,Metropolitana de Belém,PA,Pará,Norte,N
1502509,Chaves,"-0,15","-49,98",Arari,Marajó,PA,Pará,Norte,N
1502608,Colares,"-0,93","-48,28",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1502707,Conceição do Araguaia,"-8,25","-49,26",Conceição do Araguaia,Sudeste Paraense,PA,Pará,Norte,N
1502756,Concórdia do Pará,"-1,99","-47,94",Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,N
1502764,Cumaru do Norte,"-7,82","-50,77",São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,N
1502772,Curionópolis,"-6,09","-49,54",Parauapebas,Sudeste Paraense,PA,Pará,Norte,N
1502806,Curralinho,"-1,81","-49,79",Furos de Breves,Marajó,PA,Pará,Norte,N
1502855,Curuá,"-1,88","-55,11",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1502905,Curuçá,"-0,73","-47,85",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1502954,Eldorado do Carajás,"-6,1","-49,35",Parauapebas,Sudeste Paraense,PA,Pará,Norte,N
1503002,Faro,"-2,17","-56,74",Óbidos,Baixo Amazonas,PA,Pará,Norte,N
1503044,Floresta do Araguaia,"-7,55","-49,71",Conceição do Araguaia,Sudeste Paraense,PA,Pará,Norte,N
1503077,Garrafão do Norte,"-1,93","-47,05",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1503093,Goianésia do Pará,"-3,84","-49,09",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1503101,Gurupá,"-1,4","-51,63",Portel,Marajó,PA,Pará,Norte,N
1503200,Igarapé-Açu,"-1,12","-47,61",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1503309,Igarapé-Miri,"-1,97","-48,95",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1503408,Inhangapi,"-1,42","-47,91",Castanhal,Metropolitana de Belém,PA,Pará,Norte,N
1503457,Ipixuna do Pará,"-2,55","-47,49",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1503507,Irituia,"-1,76","-47,43",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1503606,Itaituba,"-4,27","-55,98",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1503705,Itupiranga,"-5,13","-49,32",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1503804,Jacundá,"-4,45","-49,11",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1503903,Juruti,"-2,15","-56,09",Óbidos,Baixo Amazonas,PA,Pará,Norte,N
1504000,Limoeiro do Ajuru,"-1,89","-49,38",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1504059,Mãe do Rio,"-2,05","-47,55",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1504109,Magalhães Barata,"-0,79","-47,59",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1504208,Marabá,"-5,36","-49,11",Marabá,Sudeste Paraense,PA,Pará,Norte,N
1504307,Maracanã,"-0,76","-47,45",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1504406,Marapanim,"-0,71","-47,69",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1504422,Marituba,"-1,35","-48,34",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1504455,Medicilândia,"-3,44","-52,88",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1504505,Melgaço,"-1,8","-50,71",Portel,Marajó,PA,Pará,Norte,N
1504604,Mocajuba,"-2,58","-49,5",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1504703,Moju,"-1,88","-48,76",Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,N
1504752,Mojuí dos Campos,"-2,68","-54,65",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1504802,Monte Alegre,-2,"-54,06",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1504901,Muaná,"-1,52","-49,21",Arari,Marajó,PA,Pará,Norte,N
1504976,Nova Ipixuna,"-4,92","-49,07",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1505007,Nova Timboteua,"-1,2","-47,38",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1505031,Novo Progresso,"-7,14","-55,38",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1505064,Novo Repartimento,"-4,33","-49,79",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1505205,Oeiras do Pará,-2,"-49,85",Cametá,Nordeste Paraense,PA,Pará,Norte,N
1505304,Oriximiná,"-1,76","-55,86",Óbidos,Baixo Amazonas,PA,Pará,Norte,N
1505403,Ourém,"-1,54","-47,11",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1505437,Ourilândia do Norte,"-6,75","-51,08",São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,N
1505486,Pacajá,"-3,83","-50,63",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1505494,Palestina do Pará,"-5,74","-48,31",Marabá,Sudeste Paraense,PA,Pará,Norte,N
1505502,Paragominas,"-2,99","-47,35",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1505536,Parauapebas,"-6,06","-49,9",Parauapebas,Sudeste Paraense,PA,Pará,Norte,N
1505551,Pau D`Arco,"-7,83","-50,04",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1505601,Peixe-Boi,"-1,19","-47,31",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1505635,Piçarra,"-6,43","-48,87",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1505700,Ponta de Pedras,"-1,38","-48,87",Arari,Marajó,PA,Pará,Norte,N
1505809,Portel,"-1,93","-50,82",Portel,Marajó,PA,Pará,Norte,N
1505908,Porto de Moz,"-1,74","-52,23",Almeirim,Baixo Amazonas,PA,Pará,Norte,N
1506005,Prainha,"-1,79","-53,47",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1506104,Primavera,"-0,94","-47,11",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1506112,Quatipuru,"-0,9",-47,Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1506138,Redenção,"-8,02","-50,03",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1506161,Rio Maria,"-7,31","-50,04",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1506187,Rondon do Pará,"-4,77","-48,06",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1506195,Rurópolis,"-4,09","-54,9",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1506302,Salvaterra,"-0,75","-48,51",Arari,Marajó,PA,Pará,Norte,N
1506351,Santa Bárbara do Pará,"-1,22","-48,29",Belém,Metropolitana de Belém,PA,Pará,Norte,N
1506401,Santa Cruz do Arari,"-0,66","-49,16",Arari,Marajó,PA,Pará,Norte,N
1506500,Santa Izabel do Pará,"-1,29","-48,16",Castanhal,Metropolitana de Belém,PA,Pará,Norte,N
1506559,Santa Luzia do Pará,"-1,51","-46,94",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1506583,Santa Maria das Barreiras,"-8,85","-49,72",Conceição do Araguaia,Sudeste Paraense,PA,Pará,Norte,N
1506609,Santa Maria do Pará,"-1,35","-47,57",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1506708,Santana do Araguaia,"-9,5","-50,62",Conceição do Araguaia,Sudeste Paraense,PA,Pará,Norte,N
1506807,Santarém,"-2,44","-54,7",Santarém,Baixo Amazonas,PA,Pará,Norte,N
1506906,Santarém Novo,"-0,92","-47,39",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1507102,São Caetano de Odivelas,"-0,75","-48,02",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1507151,São Domingos do Araguaia,"-5,53","-48,73",Marabá,Sudeste Paraense,PA,Pará,Norte,N
1507201,São Domingos do Capim,"-1,67","-47,77",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1507300,São Félix do Xingu,"-6,64","-51,99",São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,N
1507409,São Francisco do Pará,"-1,16","-47,79",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1507458,São Geraldo do Araguaia,"-6,4","-48,55",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1507466,São João da Ponta,"-0,85","-47,91",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1507474,São João de Pirabas,"-0,76","-47,17",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1507508,São João do Araguaia,"-5,35","-48,79",Marabá,Sudeste Paraense,PA,Pará,Norte,N
1507607,São Miguel do Guamá,"-1,62","-47,48",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1507706,São Sebastião da Boa Vista,"-1,71","-49,54",Furos de Breves,Marajó,PA,Pará,Norte,N
1507755,Sapucaia,"-6,94","-49,68",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1507904,Soure,"-0,71","-48,52",Arari,Marajó,PA,Pará,Norte,N
1507953,Tailândia,"-2,94","-48,95",Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,N
1507961,Terra Alta,"-1,03","-47,9",Salgado,Nordeste Paraense,PA,Pará,Norte,N
1507979,Terra Santa,"-2,1","-56,48",Óbidos,Baixo Amazonas,PA,Pará,Norte,N
1508001,Tomé-Açu,"-2,41","-48,15",Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,N
1508035,Tracuateua,"-1,07","-46,89",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1508050,Trairão,"-4,57","-55,94",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1508084,Tucumã,"-6,74","-51,16",São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,N
1508100,Tucuruí,"-3,76","-49,67",Tucuruí,Sudeste Paraense,PA,Pará,Norte,N
1508126,Ulianópolis,"-3,75","-47,5",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1508159,Uruará,"-3,71","-53,73",Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1508308,Viseu,"-1,19","-46,13",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1508357,Vitória do Xingu,"-2,88",-52,Altamira,Sudoeste Paraense,PA,Pará,Norte,N
1508407,Xinguara,"-7,09","-49,94",Redenção,Sudeste Paraense,PA,Pará,Norte,N
1500909,Augusto Corrêa,"-1,02","-46,64",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1501709,Bragança,"-1,06","-46,77",Bragantina,Nordeste Paraense,PA,Pará,Norte,N
1502301,Capitão Poço,"-1,74","-47,06",Guamá,Nordeste Paraense,PA,Pará,Norte,N
1502939,Dom Eliseu,"-4,28","-47,5",Paragominas,Sudeste Paraense,PA,Pará,Norte,N
1503754,Jacareacanga,"-6,22","-57,75",Itaituba,Sudoeste Paraense,PA,Pará,Norte,N
1504950,Nova Esperança do Piriá,"-2,26","-46,96",Guamá,Nordeste Paraense,PA,Pará,Norte,N
